date,year,month,quarter,season,region,country,temperature,rainfall,humidity,co2,sea_level
1987-01-01,1987,1,1,Winter,Sub-Saharan Africa,Nigeria,31.0,17.32,69.93,351.32,58.18
1987-02-01,1987,2,1,Winter,Sub-Saharan Africa,Nigeria,28.95,53.05,74.9,351.78,57.89
1987-03-01,1987,3,1,Spring,Sub-Saharan Africa,Nigeria,31.39,87.42,74.65,351.16,52.61
1987-04-01,1987,4,2,Spring,Sub-Saharan Africa,Nigeria,31.28,122.38,75.21,351.66,59.02
1987-05-01,1987,5,2,Spring,Sub-Saharan Africa,Nigeria,27.88,175.56,71.71,351.21,54.75
1987-06-01,1987,6,2,Summer,Sub-Saharan Africa,Nigeria,28.78,184.67,71.36,350.99,52.29
1987-07-01,1987,7,3,Summer,Sub-Saharan Africa,Nigeria,27.72,138.86,71.41,352.52,56.88
1987-08-01,1987,8,3,Summer,Sub-Saharan Africa,Nigeria,28.0,130.43,65.86,351.77,54.65
1987-09-01,1987,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.16,177.7,89.78,351.26,56.67
1987-10-01,1987,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.24,167.42,74.7,351.11,54.85
1987-11-01,1987,11,4,Autumn,Sub-Saharan Africa,Nigeria,30.22,104.02,65.43,351.3,61.26
1987-12-01,1987,12,4,Winter,Sub-Saharan Africa,Nigeria,29.07,47.36,77.63,350.96,52.98
1988-01-01,1988,1,1,Winter,Sub-Saharan Africa,Nigeria,28.97,48.53,77.6,353.13,56.88
1988-02-01,1988,2,1,Winter,Sub-Saharan Africa,Nigeria,30.62,43.37,75.39,353.2,62.39
1988-03-01,1988,3,1,Spring,Sub-Saharan Africa,Nigeria,30.29,84.87,78.98,353.39,55.67
1988-04-01,1988,4,2,Spring,Sub-Saharan Africa,Nigeria,29.23,147.7,64.29,352.16,56.5
1988-05-01,1988,5,2,Spring,Sub-Saharan Africa,Nigeria,29.22,152.39,73.11,352.91,55.56
1988-06-01,1988,6,2,Summer,Sub-Saharan Africa,Nigeria,29.55,181.11,77.64,352.22,52.61
1988-07-01,1988,7,3,Summer,Sub-Saharan Africa,Nigeria,27.53,176.07,66.95,352.86,53.29
1988-08-01,1988,8,3,Summer,Sub-Saharan Africa,Nigeria,26.92,145.3,69.54,352.28,53.02
1988-09-01,1988,9,3,Autumn,Sub-Saharan Africa,Nigeria,26.89,181.67,74.99,353.04,54.27
1988-10-01,1988,10,4,Autumn,Sub-Saharan Africa,Nigeria,29.61,162.41,72.04,352.74,55.05
1988-11-01,1988,11,4,Autumn,Sub-Saharan Africa,Nigeria,29.28,107.25,77.69,352.7,58.62
1988-12-01,1988,12,4,Winter,Sub-Saharan Africa,Nigeria,28.31,52.69,67.85,353.08,65.91
1989-01-01,1989,1,1,Winter,Sub-Saharan Africa,Nigeria,28.73,67.93,74.45,353.85,56.11
1989-02-01,1989,2,1,Winter,Sub-Saharan Africa,Nigeria,31.49,49.89,69.17,354.07,59.79
1989-03-01,1989,3,1,Spring,Sub-Saharan Africa,Nigeria,30.27,92.13,80.87,353.7,60.43
1989-04-01,1989,4,2,Spring,Sub-Saharan Africa,Nigeria,29.95,126.04,77.36,353.57,51.4
1989-05-01,1989,5,2,Spring,Sub-Saharan Africa,Nigeria,29.33,163.35,65.24,353.47,64.29
1989-06-01,1989,6,2,Summer,Sub-Saharan Africa,Nigeria,28.39,176.23,82.98,354.56,63.81
1989-07-01,1989,7,3,Summer,Sub-Saharan Africa,Nigeria,26.32,139.45,75.09,354.32,62.25
1989-08-01,1989,8,3,Summer,Sub-Saharan Africa,Nigeria,26.26,151.41,76.95,354.52,57.28
1989-09-01,1989,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.71,166.73,70.54,353.73,56.22
1989-10-01,1989,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.7,148.13,68.21,353.63,64.38
1989-11-01,1989,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.78,91.94,63.21,354.69,59.0
1989-12-01,1989,12,4,Winter,Sub-Saharan Africa,Nigeria,28.83,38.8,76.35,352.97,56.03
1990-01-01,1990,1,1,Winter,Sub-Saharan Africa,Nigeria,29.09,31.43,84.53,355.36,62.97
1990-02-01,1990,2,1,Winter,Sub-Saharan Africa,Nigeria,31.1,52.05,68.63,354.99,62.24
1990-03-01,1990,3,1,Spring,Sub-Saharan Africa,Nigeria,31.53,94.55,78.17,356.54,62.51
1990-04-01,1990,4,2,Spring,Sub-Saharan Africa,Nigeria,29.19,132.61,78.85,355.4,64.52
1990-05-01,1990,5,2,Spring,Sub-Saharan Africa,Nigeria,29.13,169.01,70.25,355.56,60.64
1990-06-01,1990,6,2,Summer,Sub-Saharan Africa,Nigeria,26.85,170.7,65.83,355.34,57.61
1990-07-01,1990,7,3,Summer,Sub-Saharan Africa,Nigeria,27.98,166.28,74.8,354.99,59.71
1990-08-01,1990,8,3,Summer,Sub-Saharan Africa,Nigeria,26.49,141.23,75.24,355.9,61.42
1990-09-01,1990,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.28,179.12,70.83,355.85,62.72
1990-10-01,1990,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.51,158.55,70.53,354.7,61.32
1990-11-01,1990,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.21,91.94,64.32,355.21,58.7
1990-12-01,1990,12,4,Winter,Sub-Saharan Africa,Nigeria,30.08,37.6,66.63,355.65,59.35
1991-01-01,1991,1,1,Winter,Sub-Saharan Africa,Nigeria,29.79,20.81,73.05,358.09,60.8
1991-02-01,1991,2,1,Winter,Sub-Saharan Africa,Nigeria,29.9,23.98,67.74,357.28,60.53
1991-03-01,1991,3,1,Spring,Sub-Saharan Africa,Nigeria,30.78,93.12,65.41,357.51,57.79
1991-04-01,1991,4,2,Spring,Sub-Saharan Africa,Nigeria,29.47,134.77,79.84,356.7,61.96
1991-05-01,1991,5,2,Spring,Sub-Saharan Africa,Nigeria,29.32,172.92,77.92,356.94,64.55
1991-06-01,1991,6,2,Summer,Sub-Saharan Africa,Nigeria,29.08,197.5,74.51,357.16,60.09
1991-07-01,1991,7,3,Summer,Sub-Saharan Africa,Nigeria,26.15,150.65,72.56,357.06,63.31
1991-08-01,1991,8,3,Summer,Sub-Saharan Africa,Nigeria,26.43,140.81,81.97,357.5,63.36
1991-09-01,1991,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.65,171.6,63.23,357.28,54.17
1991-10-01,1991,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.68,153.96,69.76,357.97,66.99
1991-11-01,1991,11,4,Autumn,Sub-Saharan Africa,Nigeria,29.97,76.85,81.61,357.35,58.69
1991-12-01,1991,12,4,Winter,Sub-Saharan Africa,Nigeria,29.22,55.55,69.01,357.16,62.46
1992-01-01,1992,1,1,Winter,Sub-Saharan Africa,Nigeria,28.39,29.73,66.87,359.05,60.32
1992-02-01,1992,2,1,Winter,Sub-Saharan Africa,Nigeria,30.0,27.18,66.33,358.23,62.18
1992-03-01,1992,3,1,Spring,Sub-Saharan Africa,Nigeria,30.48,92.41,63.14,358.63,60.79
1992-04-01,1992,4,2,Spring,Sub-Saharan Africa,Nigeria,30.46,128.76,71.6,358.4,68.22
1992-05-01,1992,5,2,Spring,Sub-Saharan Africa,Nigeria,28.26,160.16,72.54,358.6,60.75
1992-06-01,1992,6,2,Summer,Sub-Saharan Africa,Nigeria,26.74,167.63,67.2,359.37,69.84
1992-07-01,1992,7,3,Summer,Sub-Saharan Africa,Nigeria,27.22,137.0,75.69,358.31,61.4
1992-08-01,1992,8,3,Summer,Sub-Saharan Africa,Nigeria,27.07,136.94,70.23,358.17,60.94
1992-09-01,1992,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.14,175.59,72.63,357.81,65.89
1992-10-01,1992,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.43,167.6,72.77,358.48,58.01
1992-11-01,1992,11,4,Autumn,Sub-Saharan Africa,Nigeria,30.85,97.72,76.32,359.43,63.72
1992-12-01,1992,12,4,Winter,Sub-Saharan Africa,Nigeria,30.23,38.21,75.69,358.45,61.53
1993-01-01,1993,1,1,Winter,Sub-Saharan Africa,Nigeria,29.31,17.6,73.65,360.18,58.62
1993-02-01,1993,2,1,Winter,Sub-Saharan Africa,Nigeria,29.46,39.81,76.26,360.41,68.93
1993-03-01,1993,3,1,Spring,Sub-Saharan Africa,Nigeria,30.75,81.27,71.71,360.16,66.05
1993-04-01,1993,4,2,Spring,Sub-Saharan Africa,Nigeria,30.12,124.36,72.04,360.48,61.57
1993-05-01,1993,5,2,Spring,Sub-Saharan Africa,Nigeria,29.48,145.82,77.53,360.51,69.47
1993-06-01,1993,6,2,Summer,Sub-Saharan Africa,Nigeria,27.28,189.77,76.68,360.23,63.46
1993-07-01,1993,7,3,Summer,Sub-Saharan Africa,Nigeria,26.47,137.65,68.24,359.8,69.37
1993-08-01,1993,8,3,Summer,Sub-Saharan Africa,Nigeria,26.43,144.81,74.18,360.44,65.92
1993-09-01,1993,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.11,170.58,72.44,360.18,68.49
1993-10-01,1993,10,4,Autumn,Sub-Saharan Africa,Nigeria,30.53,139.49,61.84,360.53,67.8
1993-11-01,1993,11,4,Autumn,Sub-Saharan Africa,Nigeria,30.71,96.97,78.98,360.96,68.98
1993-12-01,1993,12,4,Winter,Sub-Saharan Africa,Nigeria,29.9,28.42,71.96,360.42,64.29
1994-01-01,1994,1,1,Winter,Sub-Saharan Africa,Nigeria,29.23,52.12,68.22,362.22,67.09
1994-02-01,1994,2,1,Winter,Sub-Saharan Africa,Nigeria,29.18,30.87,63.49,362.09,65.95
1994-03-01,1994,3,1,Spring,Sub-Saharan Africa,Nigeria,29.76,65.11,74.16,361.83,64.0
1994-04-01,1994,4,2,Spring,Sub-Saharan Africa,Nigeria,29.38,129.09,74.35,361.77,62.57
1994-05-01,1994,5,2,Spring,Sub-Saharan Africa,Nigeria,29.22,177.76,72.2,361.93,65.16
1994-06-01,1994,6,2,Summer,Sub-Saharan Africa,Nigeria,27.47,164.74,63.69,362.37,67.53
1994-07-01,1994,7,3,Summer,Sub-Saharan Africa,Nigeria,27.36,157.61,73.7,361.61,65.16
1994-08-01,1994,8,3,Summer,Sub-Saharan Africa,Nigeria,27.22,173.64,77.1,361.97,70.24
1994-09-01,1994,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.35,159.16,70.89,361.89,67.97
1994-10-01,1994,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.81,152.8,69.69,362.32,61.81
1994-11-01,1994,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.94,65.51,66.85,362.03,67.15
1994-12-01,1994,12,4,Winter,Sub-Saharan Africa,Nigeria,29.03,57.71,78.77,361.87,66.89
1995-01-01,1995,1,1,Winter,Sub-Saharan Africa,Nigeria,28.94,40.68,66.03,364.22,71.12
1995-02-01,1995,2,1,Winter,Sub-Saharan Africa,Nigeria,28.94,34.33,74.11,363.36,69.33
1995-03-01,1995,3,1,Spring,Sub-Saharan Africa,Nigeria,30.13,106.68,72.04,364.47,69.51
1995-04-01,1995,4,2,Spring,Sub-Saharan Africa,Nigeria,29.11,157.56,77.49,363.65,69.64
1995-05-01,1995,5,2,Spring,Sub-Saharan Africa,Nigeria,28.39,142.9,71.79,364.05,68.88
1995-06-01,1995,6,2,Summer,Sub-Saharan Africa,Nigeria,29.44,192.18,72.1,363.97,72.26
1995-07-01,1995,7,3,Summer,Sub-Saharan Africa,Nigeria,27.26,151.38,72.7,362.54,68.54
1995-08-01,1995,8,3,Summer,Sub-Saharan Africa,Nigeria,28.14,144.77,73.72,363.48,61.71
1995-09-01,1995,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.69,171.49,68.91,364.04,70.63
1995-10-01,1995,10,4,Autumn,Sub-Saharan Africa,Nigeria,29.2,163.42,66.23,363.47,71.58
1995-11-01,1995,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.77,75.77,72.39,363.54,69.64
1995-12-01,1995,12,4,Winter,Sub-Saharan Africa,Nigeria,28.25,12.77,76.61,363.07,65.87
1996-01-01,1996,1,1,Winter,Sub-Saharan Africa,Nigeria,27.66,45.58,73.75,365.22,70.17
1996-02-01,1996,2,1,Winter,Sub-Saharan Africa,Nigeria,28.31,31.88,69.74,364.8,68.45
1996-03-01,1996,3,1,Spring,Sub-Saharan Africa,Nigeria,30.6,100.38,64.6,365.1,71.4
1996-04-01,1996,4,2,Spring,Sub-Saharan Africa,Nigeria,29.45,129.63,74.33,365.1,71.29
1996-05-01,1996,5,2,Spring,Sub-Saharan Africa,Nigeria,29.37,161.16,66.14,365.2,69.56
1996-06-01,1996,6,2,Summer,Sub-Saharan Africa,Nigeria,27.44,183.16,78.34,364.84,67.08
1996-07-01,1996,7,3,Summer,Sub-Saharan Africa,Nigeria,26.77,133.35,82.02,364.92,66.69
1996-08-01,1996,8,3,Summer,Sub-Saharan Africa,Nigeria,26.77,138.23,68.52,365.68,65.52
1996-09-01,1996,9,3,Autumn,Sub-Saharan Africa,Nigeria,27.31,182.79,71.46,365.01,70.94
1996-10-01,1996,10,4,Autumn,Sub-Saharan Africa,Nigeria,29.12,153.42,64.97,364.43,67.16
1996-11-01,1996,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.49,91.31,63.01,364.92,68.74
1996-12-01,1996,12,4,Winter,Sub-Saharan Africa,Nigeria,29.27,48.91,70.37,364.83,73.0
1997-01-01,1997,1,1,Winter,Sub-Saharan Africa,Nigeria,29.08,50.53,70.37,366.69,70.42
1997-02-01,1997,2,1,Winter,Sub-Saharan Africa,Nigeria,30.05,38.81,72.48,367.31,73.98
1997-03-01,1997,3,1,Spring,Sub-Saharan Africa,Nigeria,31.23,71.43,66.1,366.79,73.15
1997-04-01,1997,4,2,Spring,Sub-Saharan Africa,Nigeria,29.77,123.38,78.97,366.97,74.01
1997-05-01,1997,5,2,Spring,Sub-Saharan Africa,Nigeria,28.99,158.58,76.74,366.59,69.0
1997-06-01,1997,6,2,Summer,Sub-Saharan Africa,Nigeria,27.52,169.69,76.38,366.1,72.72
1997-07-01,1997,7,3,Summer,Sub-Saharan Africa,Nigeria,26.83,151.4,71.27,366.61,69.98
1997-08-01,1997,8,3,Summer,Sub-Saharan Africa,Nigeria,27.31,135.94,78.6,366.71,70.46
1997-09-01,1997,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.0,170.96,68.79,367.01,68.58
1997-10-01,1997,10,4,Autumn,Sub-Saharan Africa,Nigeria,27.36,154.72,70.6,366.47,73.57
1997-11-01,1997,11,4,Autumn,Sub-Saharan Africa,Nigeria,27.27,107.47,77.27,366.45,69.49
1997-12-01,1997,12,4,Winter,Sub-Saharan Africa,Nigeria,29.7,50.56,68.83,366.05,77.18
1998-01-01,1998,1,1,Winter,Sub-Saharan Africa,Nigeria,30.06,34.94,72.88,368.55,74.64
1998-02-01,1998,2,1,Winter,Sub-Saharan Africa,Nigeria,28.34,39.65,69.73,368.24,74.73
1998-03-01,1998,3,1,Spring,Sub-Saharan Africa,Nigeria,29.12,71.27,68.59,368.36,74.91
1998-04-01,1998,4,2,Spring,Sub-Saharan Africa,Nigeria,31.4,128.45,76.15,368.58,74.04
1998-05-01,1998,5,2,Spring,Sub-Saharan Africa,Nigeria,29.32,160.05,66.67,367.85,73.46
1998-06-01,1998,6,2,Summer,Sub-Saharan Africa,Nigeria,28.18,170.85,75.32,368.22,69.68
1998-07-01,1998,7,3,Summer,Sub-Saharan Africa,Nigeria,27.18,164.18,66.88,368.38,72.25
1998-08-01,1998,8,3,Summer,Sub-Saharan Africa,Nigeria,27.09,139.36,64.14,368.34,68.32
1998-09-01,1998,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.3,174.86,69.14,368.76,69.32
1998-10-01,1998,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.5,131.32,78.55,369.05,67.4
1998-11-01,1998,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.73,88.87,69.42,368.29,72.07
1998-12-01,1998,12,4,Winter,Sub-Saharan Africa,Nigeria,29.65,32.08,72.96,367.85,71.18
1999-01-01,1999,1,1,Winter,Sub-Saharan Africa,Nigeria,28.06,27.96,69.14,370.28,73.83
1999-02-01,1999,2,1,Winter,Sub-Saharan Africa,Nigeria,30.01,43.72,61.35,369.1,73.05
1999-03-01,1999,3,1,Spring,Sub-Saharan Africa,Nigeria,30.69,85.08,67.68,369.8,73.02
1999-04-01,1999,4,2,Spring,Sub-Saharan Africa,Nigeria,30.78,141.0,69.23,369.88,74.83
1999-05-01,1999,5,2,Spring,Sub-Saharan Africa,Nigeria,29.68,185.57,71.86,370.37,70.52
1999-06-01,1999,6,2,Summer,Sub-Saharan Africa,Nigeria,27.76,149.41,72.76,370.16,66.34
1999-07-01,1999,7,3,Summer,Sub-Saharan Africa,Nigeria,27.54,161.52,74.74,369.42,76.32
1999-08-01,1999,8,3,Summer,Sub-Saharan Africa,Nigeria,27.69,150.36,71.37,370.05,77.33
1999-09-01,1999,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.37,179.54,78.25,369.85,70.63
1999-10-01,1999,10,4,Autumn,Sub-Saharan Africa,Nigeria,29.59,171.86,78.44,370.19,66.97
1999-11-01,1999,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.88,80.72,72.22,370.58,70.76
1999-12-01,1999,12,4,Winter,Sub-Saharan Africa,Nigeria,31.04,39.24,68.17,370.24,76.78
2000-01-01,2000,1,1,Winter,Sub-Saharan Africa,Nigeria,29.87,23.38,74.51,371.09,73.21
2000-02-01,2000,2,1,Winter,Sub-Saharan Africa,Nigeria,29.87,33.75,77.26,371.27,74.94
2000-03-01,2000,3,1,Spring,Sub-Saharan Africa,Nigeria,29.84,100.97,68.67,371.96,78.8
2000-04-01,2000,4,2,Spring,Sub-Saharan Africa,Nigeria,29.89,132.37,69.63,371.72,75.01
2000-05-01,2000,5,2,Spring,Sub-Saharan Africa,Nigeria,29.07,165.58,64.09,371.47,77.55
2000-06-01,2000,6,2,Summer,Sub-Saharan Africa,Nigeria,28.36,187.9,70.11,371.32,72.25
2000-07-01,2000,7,3,Summer,Sub-Saharan Africa,Nigeria,27.12,178.57,73.38,371.27,72.58
2000-08-01,2000,8,3,Summer,Sub-Saharan Africa,Nigeria,26.5,132.62,75.8,371.33,72.72
2000-09-01,2000,9,3,Autumn,Sub-Saharan Africa,Nigeria,27.9,184.12,71.59,371.25,74.67
2000-10-01,2000,10,4,Autumn,Sub-Saharan Africa,Nigeria,30.75,169.25,79.34,370.8,75.14
2000-11-01,2000,11,4,Autumn,Sub-Saharan Africa,Nigeria,28.9,94.8,77.3,371.63,72.98
2000-12-01,2000,12,4,Winter,Sub-Saharan Africa,Nigeria,28.88,51.76,75.6,371.56,75.99
2001-01-01,2001,1,1,Winter,Sub-Saharan Africa,Nigeria,29.44,36.38,75.58,373.35,77.27
2001-02-01,2001,2,1,Winter,Sub-Saharan Africa,Nigeria,29.93,42.9,68.1,372.78,78.83
2001-03-01,2001,3,1,Spring,Sub-Saharan Africa,Nigeria,29.99,98.21,71.74,373.43,79.11
2001-04-01,2001,4,2,Spring,Sub-Saharan Africa,Nigeria,30.88,126.02,74.04,373.4,72.54
2001-05-01,2001,5,2,Spring,Sub-Saharan Africa,Nigeria,30.68,193.44,76.74,373.42,78.96
2001-06-01,2001,6,2,Summer,Sub-Saharan Africa,Nigeria,28.04,174.62,76.82,372.71,74.01
2001-07-01,2001,7,3,Summer,Sub-Saharan Africa,Nigeria,27.15,162.24,67.67,373.01,76.88
2001-08-01,2001,8,3,Summer,Sub-Saharan Africa,Nigeria,26.97,112.38,66.87,373.2,78.65
2001-09-01,2001,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.93,183.65,68.87,372.76,78.32
2001-10-01,2001,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.97,165.38,73.91,373.61,75.8
2001-11-01,2001,11,4,Autumn,Sub-Saharan Africa,Nigeria,30.2,113.54,72.27,373.3,74.4
2001-12-01,2001,12,4,Winter,Sub-Saharan Africa,Nigeria,30.07,58.17,69.53,373.33,78.04
2002-01-01,2002,1,1,Winter,Sub-Saharan Africa,Nigeria,29.72,43.23,74.59,374.64,81.3
2002-02-01,2002,2,1,Winter,Sub-Saharan Africa,Nigeria,30.82,37.02,71.99,373.99,80.55
2002-03-01,2002,3,1,Spring,Sub-Saharan Africa,Nigeria,31.47,84.76,72.67,374.61,77.65
2002-04-01,2002,4,2,Spring,Sub-Saharan Africa,Nigeria,30.44,122.12,70.82,374.34,80.57
2002-05-01,2002,5,2,Spring,Sub-Saharan Africa,Nigeria,29.61,159.57,72.19,374.61,82.23
2002-06-01,2002,6,2,Summer,Sub-Saharan Africa,Nigeria,27.98,184.0,68.47,375.03,81.91
2002-07-01,2002,7,3,Summer,Sub-Saharan Africa,Nigeria,28.28,172.53,73.46,375.2,83.67
2002-08-01,2002,8,3,Summer,Sub-Saharan Africa,Nigeria,26.91,135.4,64.52,375.12,74.27
2002-09-01,2002,9,3,Autumn,Sub-Saharan Africa,Nigeria,27.25,162.17,63.31,374.81,75.55
2002-10-01,2002,10,4,Autumn,Sub-Saharan Africa,Nigeria,27.88,153.47,72.09,373.95,76.66
2002-11-01,2002,11,4,Autumn,Sub-Saharan Africa,Nigeria,29.37,83.5,70.35,375.17,85.24
2002-12-01,2002,12,4,Winter,Sub-Saharan Africa,Nigeria,29.19,27.34,70.83,374.78,78.64
2003-01-01,2003,1,1,Winter,Sub-Saharan Africa,Nigeria,29.91,60.98,63.43,376.1,85.03
2003-02-01,2003,2,1,Winter,Sub-Saharan Africa,Nigeria,29.62,53.99,75.15,376.79,86.15
2003-03-01,2003,3,1,Spring,Sub-Saharan Africa,Nigeria,30.82,65.92,68.5,377.17,76.17
2003-04-01,2003,4,2,Spring,Sub-Saharan Africa,Nigeria,30.66,100.19,65.24,376.65,80.52
2003-05-01,2003,5,2,Spring,Sub-Saharan Africa,Nigeria,29.17,154.7,62.02,376.58,79.56
2003-06-01,2003,6,2,Summer,Sub-Saharan Africa,Nigeria,27.19,176.38,74.91,376.22,80.76
2003-07-01,2003,7,3,Summer,Sub-Saharan Africa,Nigeria,27.52,145.06,72.27,376.59,83.51
2003-08-01,2003,8,3,Summer,Sub-Saharan Africa,Nigeria,28.37,134.46,75.18,376.49,78.28
2003-09-01,2003,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.26,184.6,78.88,375.58,85.33
2003-10-01,2003,10,4,Autumn,Sub-Saharan Africa,Nigeria,30.05,156.52,70.8,376.46,78.49
2003-11-01,2003,11,4,Autumn,Sub-Saharan Africa,Nigeria,29.32,69.34,63.29,377.23,80.6
2003-12-01,2003,12,4,Winter,Sub-Saharan Africa,Nigeria,29.6,43.61,67.86,376.18,80.68
2004-01-01,2004,1,1,Winter,Sub-Saharan Africa,Nigeria,29.33,23.45,74.4,377.98,83.2
2004-02-01,2004,2,1,Winter,Sub-Saharan Africa,Nigeria,30.56,41.83,71.16,378.49,79.19
2004-03-01,2004,3,1,Spring,Sub-Saharan Africa,Nigeria,29.19,95.06,68.85,377.47,84.68
2004-04-01,2004,4,2,Spring,Sub-Saharan Africa,Nigeria,30.21,115.95,81.67,377.26,81.76
2004-05-01,2004,5,2,Spring,Sub-Saharan Africa,Nigeria,28.06,168.44,68.79,378.23,81.97
2004-06-01,2004,6,2,Summer,Sub-Saharan Africa,Nigeria,29.37,170.54,63.98,378.0,81.27
2004-07-01,2004,7,3,Summer,Sub-Saharan Africa,Nigeria,26.15,140.6,68.31,378.52,84.15
2004-08-01,2004,8,3,Summer,Sub-Saharan Africa,Nigeria,27.54,148.98,61.8,377.67,83.23
2004-09-01,2004,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.76,169.15,71.81,378.04,81.99
2004-10-01,2004,10,4,Autumn,Sub-Saharan Africa,Nigeria,29.84,158.05,74.56,378.59,84.51
2004-11-01,2004,11,4,Autumn,Sub-Saharan Africa,Nigeria,30.78,79.47,64.04,377.84,81.35
2004-12-01,2004,12,4,Winter,Sub-Saharan Africa,Nigeria,30.57,29.65,71.61,378.06,82.32
2005-01-01,2005,1,1,Winter,Sub-Saharan Africa,Nigeria,29.37,37.57,77.4,380.11,83.74
2005-02-01,2005,2,1,Winter,Sub-Saharan Africa,Nigeria,29.45,63.57,66.61,380.22,87.67
2005-03-01,2005,3,1,Spring,Sub-Saharan Africa,Nigeria,31.74,96.74,61.44,379.08,84.56
2005-04-01,2005,4,2,Spring,Sub-Saharan Africa,Nigeria,29.83,127.98,75.06,379.43,79.99
2005-05-01,2005,5,2,Spring,Sub-Saharan Africa,Nigeria,30.16,171.57,70.76,379.78,83.93
2005-06-01,2005,6,2,Summer,Sub-Saharan Africa,Nigeria,29.38,177.93,78.62,378.75,85.02
2005-07-01,2005,7,3,Summer,Sub-Saharan Africa,Nigeria,27.24,143.05,77.79,379.86,77.62
2005-08-01,2005,8,3,Summer,Sub-Saharan Africa,Nigeria,28.36,150.58,68.38,379.17,78.87
2005-09-01,2005,9,3,Autumn,Sub-Saharan Africa,Nigeria,28.41,173.74,75.98,379.61,80.46
2005-10-01,2005,10,4,Autumn,Sub-Saharan Africa,Nigeria,29.4,150.76,67.33,378.86,85.52
2005-11-01,2005,11,4,Autumn,Sub-Saharan Africa,Nigeria,29.83,95.1,68.36,379.57,79.52
2005-12-01,2005,12,4,Winter,Sub-Saharan Africa,Nigeria,28.76,44.43,73.31,378.85,80.47
2006-01-01,2006,1,1,Winter,Sub-Saharan Africa,Nigeria,29.25,45.27,67.93,381.16,86.0
2006-02-01,2006,2,1,Winter,Sub-Saharan Africa,Nigeria,29.9,47.43,65.28,380.84,89.57
2006-03-01,2006,3,1,Spring,Sub-Saharan Africa,Nigeria,31.77,98.79,77.5,380.37,82.42
2006-04-01,2006,4,2,Spring,Sub-Saharan Africa,Nigeria,30.13,162.92,70.43,381.4,86.4
2006-05-01,2006,5,2,Spring,Sub-Saharan Africa,Nigeria,29.79,164.7,66.0,380.02,89.11
2006-06-01,2006,6,2,Summer,Sub-Saharan Africa,Nigeria,27.94,152.1,74.19,381.27,87.57
2006-07-01,2006,7,3,Summer,Sub-Saharan Africa,Nigeria,28.4,142.24,67.63,380.97,87.73
2006-08-01,2006,8,3,Summer,Sub-Saharan Africa,Nigeria,26.27,144.64,76.66,381.46,87.39
2006-09-01,2006,9,3,Autumn,Sub-Saharan Africa,Nigeria,29.48,140.84,80.07,381.23,89.27
2006-10-01,2006,10,4,Autumn,Sub-Saharan Africa,Nigeria,28.36,131.55,80.93,380.73,84.33
2006-11-01,2006,11,4,Autumn,Sub-Saharan Africa,Nigeria,29.92,97.89,77.39,381.19,82.1
2006-12-01,2006,12,4,Winter,Sub-Saharan Africa,Nigeria,30.05,53.25,62.92,381.67,77.81
2007-01-01,2007,1,1,Winter,Sub-Saharan Africa,Nigeria,30.32,24.85,75.53,382.9,86.78
2007-02-01,2007,2,1,Winter,Sub-Saharan Africa,Nigeria,30.45,42.89,75.57,383.57,82.87
2007-03-01,2007,3,1,Spring,Sub-Saharan Africa,Nigeria,28.28,82.66,69.58,382.55,84.12
2007-04-01,2007,4,2,Spring,Sub-Saharan Africa,Nigeria,31.04,114.25,74.25,382.96,87.85
2007-05-01,2007,5,2,Spring,Sub-Saharan Africa,Nigeria,29.91,177.2,72.27,382.56,88.35
2007-06-01,2007,6,2,Summer,Sub-Saharan Africa,Nigeria,28.88,187.43,63.44,382.63,83.7
2007-07-01,2007,7,3,Summer,Sub-Saharan Africa,Nigeria,28.01,163.34,70.63,382.41,88.69
2007-08-01,2007,8,3,Summer,Sub-Saharan Africa,Nigeria,27.77,161.33,80.86,383.1,87.59
